miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT004281,hsa-miR-92a-3p,hsa,TP63,8626,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19608627
MIRT004282,hsa-miR-155-5p,hsa,SPI1,6688,hsa,Luciferase reporter assay,Functional MTI,19386588
MIRT001197,hsa-miR-125b-5p,hsa,VDR,7421,hsa,Luciferase reporter assay//Western blot,Functional MTI,19437538
MIRT004283,hsa-miR-124-3p,hsa,CDK2,1017,hsa,Luciferase reporter assay//Western blot,Functional MTI,19404929
MIRT004284,hsa-miR-124-3p,hsa,CCL2,6347,hsa,Luciferase reporter assay,Functional MTI,19404929
MIRT004285,hsa-miR-491-5p,hsa,BCL2L1,598,hsa,Luciferase reporter assay//Western blot,Functional MTI,20039318
MIRT004286,hsa-miR-155-5p,hsa,Inpp5d,16331,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19359473
MIRT001191,hsa-miR-21-5p,hsa,E2F1,1869,hsa,qRT-PCR//Western blot,Functional MTI,19906824
MIRT001190,hsa-miR-21-5p,hsa,PTEN,5728,hsa,qRT-PCR//Western blot,Functional MTI,19906824
MIRT001189,hsa-miR-21-5p,hsa,TGFBR2,7048,hsa,qRT-PCR//Western blot,Functional MTI,19906824
MIRT001188,hsa-miR-21-5p,hsa,FMOD,2331,hsa,Western blot,Functional MTI,19906824
MIRT004287,hsa-miR-21-5p,hsa,TGIF1,7050,hsa,Western blot,Functional MTI,19906824
MIRT000631,hsa-miR-155-5p,hsa,INPP5D,3635,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19890474
MIRT003482,hsa-miR-155-5p,hsa,FGF7,2252,hsa,Luciferase reporter assay,Functional MTI,19701459
MIRT001180,hsa-miR-31-5p,hsa,FOXP3,50943,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19408243
MIRT004290,hsa-miR-145-5p,hsa,MYC,4609,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19202062
MIRT004291,hsa-miR-23b-3p,hsa,PLAU,5328,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19490101
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19490101
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19703993
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935,hsa,qRT-PCR//Western blot,Functional MTI,19703993
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839,hsa,qRT-PCR//Western blot,Functional MTI,19703993
MIRT002940,hsa-miR-196a-5p,hsa,HOXA7,3204,hsa,Western blot,Functional MTI,19418581
MIRT002266,hsa-miR-196a-5p,hsa,HOXB8,3218,hsa,Western blot,Functional MTI,19418581
MIRT002942,hsa-miR-196a-5p,hsa,HOXC8,3224,hsa,Western blot,Functional MTI,19418581
MIRT002941,hsa-miR-196a-5p,hsa,HOXD8,3234,hsa,Western blot,Functional MTI,19418581
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590
MIRT004293,hsa-miR-92b-3p,hsa,CDKN1C,1028,hsa,Luciferase reporter assay//Western blot,Functional MTI,19544458
MIRT001163,hsa-miR-205-5p,hsa,LRP1,4035,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19665999
MIRT004296,hsa-miR-200b-3p,hsa,WASF3,10810,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,19801681
MIRT004297,hsa-miR-101-3p,hsa,PTGS2,5743,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19133256
MIRT001158,hsa-miR-17-5p,hsa,PKD2,5311,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19821056
MIRT001141,hsa-miR-130a-3p,hsa,MAFB,9935,hsa,Luciferase reporter assay,Functional MTI,16549775
MIRT001140,hsa-miR-10a-5p,hsa,HOXA1,3198,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16549775
MIRT003834,hsa-let-7b-5p,hsa,LIN28B,389421,hsa,Luciferase reporter assay,Functional MTI,16971064
MIRT003759,hsa-miR-143-3p,hsa,MAPK7,5598,hsa,Western blot,Functional MTI,19464056
MIRT001128,hsa-miR-346,hsa,BTK,695,hsa,Western blot,Functional MTI,19342689
MIRT001127,hsa-miR-105-5p,hsa,TLR2,7097,hsa,Luciferase reporter assay,Functional MTI,19509287
MIRT001126,hsa-miR-98-5p,hsa,E2F2,1870,hsa,Western blot,Functional MTI,19528081
MIRT003438,hsa-miR-98-5p,hsa,MYC,4609,hsa,Luciferase reporter assay,Functional MTI,19528081
MIRT000703,hsa-miR-18a-5p,hsa,ESR1,2099,hsa,Western blot,Functional MTI,19706389
MIRT004308,hsa-miR-29b-3p,hsa,ESR1,2099,hsa,Western blot,Functional MTI,19706389
MIRT004312,hsa-miR-29b-3p,hsa,NCOA3,8202,hsa,Western blot,Functional MTI,19706389
MIRT004309,hsa-miR-19b-3p,hsa,ESR1,2099,hsa,Western blot,Functional MTI,19706389
MIRT004313,hsa-miR-20b-5p,hsa,ESR1,2099,hsa,Western blot,Functional MTI,19706389
MIRT001112,hsa-miR-199b-5p,hsa,SET,6418,hsa,Western blot,Functional MTI,19900756
MIRT001109,hsa-miR-223-3p,hsa,RHOB,388,hsa,Luciferase reporter assay//Western blot,Functional MTI,19850724
MIRT004316,hsa-miR-223-3p,hsa,NFIX,4784,hsa,Luciferase reporter assay,Functional MTI,19850724
MIRT004317,hsa-miR-25-3p,hsa,CDKN1C,1028,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141
MIRT000577,hsa-miR-93-5p,hsa,CDKN1A,1026,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141
MIRT000032,hsa-miR-7-5p,hsa,SNCA,6622,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19628698
MIRT001105,hsa-miR-503-5p,hsa,CCND1,595,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19538740
MIRT001104,hsa-miR-421,hsa,CBX7,23492,hsa,qRT-PCR//Western blot,Functional MTI,19802518
MIRT001103,hsa-miR-421,hsa,RBMXL1,494115,hsa,qRT-PCR//Western blot,Functional MTI,19802518
MIRT001780,hsa-miR-221-3p,hsa,KIT,3815,hsa,qRT-PCR//Western blot,Functional MTI,19126397
MIRT001095,hsa-miR-26a-5p,hsa,PTEN,5728,hsa,Western blot,Functional MTI,19487573
MIRT004318,hsa-miR-21-5p,hsa,ERBB2,2064,hsa,qRT-PCR//Western blot,Functional MTI,19419954
MIRT004321,hsa-let-7a-5p,hsa,UHRF2,115426,hsa,qRT-PCR//Western blot,Functional MTI,19818775
MIRT001088,hsa-miR-27a-3p,hsa,FOXO1,2308,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223
MIRT001087,hsa-miR-96-5p,hsa,FOXO1,2308,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223
MIRT001086,hsa-miR-182-5p,hsa,FOXO1,2308,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223
MIRT003193,hsa-miR-9-5p,hsa,NFKB1,4790,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19702828
MIRT003260,hsa-miR-133b,hsa,MCL1,4170,hsa,Western blot,Functional MTI,19654003
MIRT001076,hsa-miR-133b,hsa,BCL2L2,599,hsa,Western blot,Functional MTI,19654003
MIRT001075,hsa-miR-155-5p,hsa,JARID2,3720,hsa,qRT-PCR//Luciferase reporter assay,Functional MTI,19759154
MIRT001074,hsa-miR-370-3p,hsa,MAP3K8,1326,hsa,Luciferase reporter assay//Western blot,Functional MTI,17621267
MIRT001071,hsa-miR-128-3p,hsa,RELN,5649,hsa,qRT-PCR//Western blot,Functional MTI,19713529
MIRT001070,hsa-miR-128-3p,hsa,DCX,1641,hsa,Luciferase reporter assay,Functional MTI,19713529
MIRT001062,hsa-miR-218-5p,hsa,LAMB3,3914,hsa,qRT-PCR//Western blot//Northern blot,Functional MTI,17998940
MIRT001357,hsa-miR-1-3p,hsa,MET,4233,hsa,Luciferase reporter assay//Western blot,Functional MTI,18818206
MIRT004322,hsa-miR-1-3p,hsa,PIM1,5292,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18818206
MIRT001054,hsa-miR-1-3p,hsa,FOXP1,27086,hsa,qRT-PCR//Western blot,Functional MTI,18818206
MIRT001053,hsa-miR-1-3p,hsa,HDAC4,9759,hsa,Western blot,Functional MTI,18818206
MIRT004323,hsa-miR-155-5p,hsa,Cux1,13047,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18299402
MIRT001050,hsa-miR-155-5p,hsa,Picalm,233489,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18299402
MIRT001049,hsa-miR-155-5p,hsa,Cebpb,12608,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18299402
MIRT001048,hsa-miR-155-5p,hsa,Jarid2,16468,mmu,qRT-PCR//Luciferase reporter assay,Functional MTI,18299402
MIRT001047,hsa-miR-155-5p,hsa,Csf1r,12978,mmu,qRT-PCR//Luciferase reporter assay,Functional MTI,18299402
MIRT001046,hsa-miR-155-5p,hsa,Hif1a,15251,mmu,qRT-PCR//Luciferase reporter assay,Functional MTI,18299402
MIRT001045,hsa-miR-155-5p,hsa,Sla,20491,mmu,qRT-PCR//Luciferase reporter assay,Functional MTI,18299402
MIRT001044,hsa-miR-155-5p,hsa,Arntl,11865,mmu,qRT-PCR//Luciferase reporter assay,Functional MTI,18299402
MIRT001042,hsa-miR-196b-5p,hsa,HOXB8,3218,hsa,Luciferase reporter assay,Functional MTI,18493311
MIRT004325,hsa-miR-199a-5p,hsa,LIF,3976,hsa,ELISA//Luciferase reporter assay,Functional MTI,19011087
MIRT001040,hsa-miR-346,hsa,LIF,3976,hsa,ELISA//Luciferase reporter assay,Functional MTI,19011087
MIRT002286,hsa-miR-200c-3p,hsa,ZEB1,6935,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18381893
MIRT001036,hsa-miR-200c-3p,hsa,ZEB2,9839,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18381893
MIRT004327,hsa-miR-181a-5p,hsa,KAT2B,8850,hsa,Western blot//Luciferase reporter assay,Functional MTI,18728182
MIRT004328,hsa-miR-181b-5p,hsa,KAT2B,8850,hsa,Western blot//Luciferase reporter assay,Functional MTI,18728182
MIRT004329,hsa-miR-25-3p,hsa,KAT2B,8850,hsa,Western blot//Luciferase reporter assay,Functional MTI,18728182
MIRT004330,hsa-miR-32-5p,hsa,KAT2B,8850,hsa,Western blot//Luciferase reporter assay,Functional MTI,18728182
MIRT004332,hsa-miR-93-5p,hsa,KAT2B,8850,hsa,Western blot//Luciferase reporter assay,Functional MTI,18728182
MIRT004333,hsa-miR-106b-5p,hsa,KAT2B,8850,hsa,Western blot//Luciferase reporter assay,Functional MTI,18728182
MIRT004336,hsa-miR-19b-3p,hsa,SOCS1,8651,hsa,Luciferase reporter assay//Western blot,Functional MTI,18728182
MIRT004337,hsa-miR-19a-3p,hsa,SOCS1,8651,hsa,Luciferase reporter assay//Western blot,Functional MTI,18728182
MIRT002642,hsa-miR-124-3p,hsa,CDK6,1021,hsa,Luciferase reporter assay//Western blot,Functional MTI,18607543
MIRT001771,hsa-miR-26a-5p,hsa,EZH2,2146,hsa,Luciferase reporter assay//Western blot,Functional MTI,18713946
MIRT001013,hsa-miR-34a-5p,hsa,CCND1,595,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18406353
MIRT001012,hsa-miR-34a-5p,hsa,CDK6,1021,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18406353
MIRT004341,hsa-miR-212-3p,hsa,TJP1,7082,hsa,Western blot,Functional MTI,18162065
MIRT004345,hsa-miR-450a-5p,hsa,HNRNPK,3190,hsa,Western blot//Microarray,Functional MTI,18230805
MIRT000998,hsa-miR-519c-3p,hsa,ABCG2,9429,hsa,Western blot//Luciferase reporter assay//qRT-PCR,Functional MTI,18573883
MIRT004346,hsa-let-7a-5p,hsa,DICER1,23405,hsa,Luciferase reporter assay//Western blot//Northern blot,Functional MTI,18700235
MIRT004347,hsa-let-7d-5p,hsa,DICER1,23405,hsa,Luciferase reporter assay//Western blot//Northern blot,Functional MTI,18700235
MIRT004349,hsa-miR-183-5p,hsa,EZR,7430,hsa,Luciferase reporter assay,Functional MTI,18840437
MIRT000993,hsa-miR-377-3p,hsa,SOD2,6648,hsa,Luciferase reporter assay//Western blot,Functional MTI,18716028
MIRT000992,hsa-miR-377-3p,hsa,SOD1,6647,hsa,Luciferase reporter assay//Western blot,Functional MTI,18716028
MIRT000991,hsa-miR-377-3p,hsa,PAK1,5058,hsa,Luciferase reporter assay//Western blot,Functional MTI,18716028
MIRT000989,hsa-miR-328-3p,hsa,CD44,960,hsa,Luciferase reporter assay,Functional MTI,18560585
MIRT004350,hsa-miR-19a-3p,hsa,PRMT5,10419,hsa,Western blot,Functional MTI,18694959
MIRT000983,hsa-miR-25-3p,hsa,PRMT5,10419,hsa,Western blot,Functional MTI,18694959
MIRT000982,hsa-miR-32-5p,hsa,PRMT5,10419,hsa,Western blot,Functional MTI,18694959
MIRT004351,hsa-miR-92b-3p,hsa,PRMT5,10419,hsa,Western blot,Functional MTI,18694959
MIRT004352,hsa-miR-96-5p,hsa,PRMT5,10419,hsa,Western blot,Functional MTI,18694959
MIRT003926,hsa-miR-132-3p,hsa,ARHGAP32,9743,hsa,Luciferase reporter assay//Western blot,Functional MTI,18577589
MIRT000980,hsa-miR-34a-5p,hsa,MYCN,4613,hsa,Luciferase reporter assay//Western blot,Functional MTI,18504438
MIRT000978,hsa-miR-15b-5p,hsa,BCL2,596,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18449891
MIRT000977,hsa-miR-17-5p,hsa,PTPRO,5800,hsa,Luciferase reporter assay//Western blot,Functional MTI,18644370
MIRT000976,hsa-miR-155-5p,hsa,ZIC3,7547,hsa,Luciferase reporter assay,Functional MTI,18367535
MIRT000975,hsa-miR-155-5p,hsa,ZNF652,22834,hsa,Luciferase reporter assay,Functional MTI,18367535
MIRT000974,hsa-miR-155-5p,hsa,HIVEP2,3097,hsa,Luciferase reporter assay,Functional MTI,18367535
MIRT001569,hsa-miR-155-5p,hsa,ARID2,196528,hsa,Luciferase reporter assay,Functional MTI,18367535
MIRT001560,hsa-miR-155-5p,hsa,CEBPB,1051,hsa,Luciferase reporter assay,Functional MTI,18367535
MIRT000973,hsa-miR-155-5p,hsa,SMAD5,4090,hsa,Luciferase reporter assay,Functional MTI,18367535
MIRT000972,hsa-miR-155-5p,hsa,DET1,55070,hsa,Luciferase reporter assay,Functional MTI,18367535
MIRT003238,hsa-miR-205-5p,hsa,INPPL1,3636,hsa,Western blot//Luciferase reporter assay//Northern blot,Functional MTI,19033458
MIRT000969,hsa-miR-21-5p,hsa,RECK,8434,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18794849
MIRT004355,hsa-miR-126-3p,hsa,IRS1,3667,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18834857
MIRT004356,hsa-miR-186-5p,hsa,P2RX7,5027,hsa,qRT-PCR//Luciferase reporter assay,Functional MTI,18682393
MIRT004357,hsa-miR-150-5p,hsa,P2RX7,5027,hsa,qRT-PCR//Luciferase reporter assay,Functional MTI,18682393
MIRT003567,hsa-miR-21-5p,hsa,SERPINB5,5268,hsa,Luciferase reporter assay//Western blot,Functional MTI,18270520
MIRT000961,hsa-miR-21-5p,hsa,MTAP,4507,hsa,Western blot//Northern blot,Functional MTI,19013014
MIRT000960,hsa-miR-21-5p,hsa,SOX5,6660,hsa,Western blot//Northern blot,Functional MTI,19013014
MIRT004358,hsa-miR-130a-3p,hsa,MEOX2,4223,hsa,Luciferase reporter assay//qRT-PCR//Western blot//Northern blot,Functional MTI,17957028
MIRT000958,hsa-miR-130a-3p,hsa,HOXA5,3202,hsa,Luciferase reporter assay//qRT-PCR//Western blot//Northern blot,Functional MTI,17957028
MIRT000957,hsa-miR-16-1-3p,hsa,CCND1,595,hsa,qRT-PCR//GFP reporter assay//Western blot,Functional MTI,18483394
MIRT004359,hsa-miR-17-5p,hsa,MAPK9,5601,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18700987
MIRT000955,hsa-miR-148a-3p,hsa,DNMT3B,1789,hsa,GFP reporter assay//Western blot//qRT-PCR,Functional MTI,18367714
MIRT000954,hsa-miR-21-5p,hsa,TIMP3,7078,hsa,Luciferase reporter assay,Functional MTI,18591254
MIRT003894,hsa-miR-126-3p,hsa,PIK3R2,5296,hsa,Western blot,Functional MTI,18663744
MIRT004360,hsa-miR-7-5p,hsa,Hells,15201,mmu,Western blot,Functional MTI,18823940
MIRT004361,hsa-miR-7-5p,hsa,HELLS,3070,hsa,Luciferase reporter assay,Functional MTI,18823940
MIRT004362,hsa-miR-24-3p,hsa,CDKN2A,1029,hsa,qRT-PCR//Western blot,Functional MTI,18365017
MIRT004248,hsa-miR-203a-3p,hsa,TP63,8626,hsa,qRT-PCR//Western blot,Functional MTI,18483491
MIRT004363,hsa-miR-125b-5p,hsa,AKT1,207,hsa,qRT-PCR//Western blot,Functional MTI,18649363
MIRT000945,hsa-miR-146a-5p,hsa,ROCK1,6093,hsa,flow//Western blot//Northern blot,Functional MTI,18174313
MIRT004364,hsa-miR-122-5p,hsa,BCL2L2,599,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18692484
MIRT003484,hsa-miR-155-5p,hsa,IKBKE,9641,hsa,qRT-PCR//Western blot,Functional MTI,18753206
MIRT000941,hsa-miR-424-5p,hsa,CCND1,595,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,18701644
MIRT000940,hsa-miR-16-5p,hsa,CCND3,896,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,18701644
MIRT000939,hsa-miR-16-5p,hsa,CDK6,1021,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,18701644
MIRT000938,hsa-miR-424-5p,hsa,CDK6,1021,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,18701644
MIRT000937,hsa-miR-424-5p,hsa,CCND3,896,hsa,qRT-PCR//flow//Luciferase reporter assay//Western blot,Functional MTI,18701644
MIRT000936,hsa-miR-424-5p,hsa,CCNE1,898,hsa,qRT-PCR//flow//Western blot,Functional MTI,18701644
MIRT000935,hsa-miR-150-5p,hsa,MYB,4602,hsa,Western blot,Functional MTI,18667440
MIRT000933,hsa-miR-1-3p,hsa,HCN4,10021,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18458081
MIRT003831,hsa-let-7g-5p,hsa,IGF2BP1,10642,hsa,Western blot,Functional MTI,18413726
MIRT003888,hsa-miR-15a-5p,hsa,CADM1,23705,hsa,Reporter assay//qRT-PCR,Functional MTI (Weak),18362358
MIRT004382,hsa-miR-16-5p,hsa,CADM1,23705,hsa,Reporter assay//qRT-PCR,Functional MTI (Weak),18362358
MIRT001756,hsa-miR-34a-5p,hsa,E2F3,1871,hsa,Luciferase reporter assay//Western blot,Functional MTI,17252019
MIRT000768,hsa-miR-34a-5p,hsa,CCNE2,9134,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000767,hsa-miR-34b-5p,hsa,CCNE2,9134,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000766,hsa-miR-34c-5p,hsa,CCNE2,9134,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000765,hsa-miR-34c-5p,hsa,CDK4,1019,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000764,hsa-miR-34b-5p,hsa,CDK4,1019,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000763,hsa-miR-34a-5p,hsa,CDK4,1019,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000762,hsa-miR-34b-5p,hsa,CDK6,1021,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000066,hsa-miR-34b-5p,hsa,CREB1,1385,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT001757,hsa-miR-34a-5p,hsa,DLL1,28514,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000760,hsa-miR-34c-5p,hsa,E2F3,1871,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000759,hsa-miR-34a-5p,hsa,MET,4233,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000758,hsa-miR-34b-5p,hsa,MET,4233,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT000757,hsa-miR-34c-5p,hsa,MET,4233,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT004401,hsa-miR-34b-5p,hsa,MYC,4609,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT004402,hsa-miR-34c-5p,hsa,MYC,4609,hsa,Review//Luciferase reporter assay,Functional MTI,19461653
MIRT004406,hsa-miR-512-5p,hsa,MCL1,4170,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19503096
MIRT002416,hsa-miR-21-5p,hsa,BTG2,7832,hsa,semi-qRT-PCR//GFP reporter assay//Western blot,Functional MTI,19546886
MIRT004408,hsa-miR-125b-5p,hsa,CYP24A1,1591,hsa,qRT-PCR//Luciferase reporter assay//Western blot//Northern blot,Functional MTI,19570947
MIRT000720,hsa-miR-34a-5p,hsa,MYB,4602,hsa,qRT-PCR//Western blot//Luciferase reporter assay,Functional MTI,19584398
MIRT000718,hsa-miR-330-3p,hsa,E2F1,1869,hsa,Luciferase reporter assay//Western blot,Functional MTI,19597470
MIRT000717,hsa-miR-122-5p,hsa,RHOA,387,hsa,Luciferase reporter assay,Functional MTI,19617899
MIRT000716,hsa-miR-143-3p,hsa,DNMT3A,1788,hsa,real time qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19638978
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654,hsa,Western blot//Northern blot,Functional MTI,18504431
MIRT000711,hsa-miR-146a-5p,hsa,TRAF6,7189,hsa,Western blot//Northern blot,Functional MTI,18504431
MIRT000709,hsa-miR-196a-5p,hsa,ANXA1,301,hsa,real time qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18663355
MIRT000708,hsa-let-7a-5p,hsa,ITGB3,3690,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18679415
MIRT000707,hsa-miR-135a-5p,hsa,JAK2,3717,hsa,Luciferase reporter assay//Western blot,Functional MTI,19666866
MIRT004410,hsa-miR-93-5p,hsa,TUSC2,11334,hsa,Luciferase reporter assay//Western blot,Functional MTI,19671678
MIRT004411,hsa-miR-98-5p,hsa,TUSC2,11334,hsa,Luciferase reporter assay//Western blot,Functional MTI,19671678
MIRT004412,hsa-miR-197-3p,hsa,TUSC2,11334,hsa,Luciferase reporter assay//Western blot,Functional MTI,19671678
MIRT000702,hsa-miR-18b-5p,hsa,ESR1,2099,hsa,Luciferase reporter assay//Microarray,Functional MTI,19684618
MIRT000701,hsa-miR-193b-3p,hsa,ESR1,2099,hsa,Luciferase reporter assay//Microarray,Functional MTI,19684618
MIRT000700,hsa-miR-206,hsa,ESR1,2099,hsa,Luciferase reporter assay//Microarray,Functional MTI,19684618
MIRT000699,hsa-miR-302c-3p,hsa,ESR1,2099,hsa,Luciferase reporter assay//Microarray,Functional MTI,19684618
MIRT000698,hsa-miR-181a-5p,hsa,PLAG1,5324,hsa,Western blot//Luciferase reporter assay//Microarray,Functional MTI,19692702
MIRT000697,hsa-miR-181b-5p,hsa,PLAG1,5324,hsa,Western blot//Luciferase reporter assay//Microarray,Functional MTI,19692702
MIRT000696,hsa-miR-424-5p,hsa,PLAG1,5324,hsa,Western blot//Luciferase reporter assay//Microarray,Functional MTI,19692702
MIRT000695,hsa-miR-34a-5p,hsa,MYC,4609,hsa,Luciferase reporter assay//Western blot,Functional MTI,19696787
MIRT004413,hsa-miR-193b-3p,hsa,PLAU,5328,hsa,Western blot//Luciferase reporter assay,Functional MTI,19701247
MIRT000693,hsa-miR-140-5p,hsa,HDAC4,9759,hsa,qRT-PCR//Western blot,Functional MTI,19734943
MIRT006587,hsa-miR-221-3p,hsa,KMT2A,4297,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19749093
MIRT006588,hsa-miR-221-3p,hsa,AFF1,4299,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19749093
MIRT006589,hsa-miR-221-3p,hsa,CDKN1B,1027,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19749093
MIRT004418,hsa-miR-125b-5p,hsa,RAF1,5894,hsa,Western blot,Functional MTI,19825990
MIRT002939,hsa-miR-125b-5p,hsa,ERBB2,2064,hsa,Western blot,Functional MTI,19825990
MIRT000687,hsa-let-7c-5p,hsa,TGFBR1,7046,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19841744
MIRT004419,hsa-miR-29b-3p,hsa,TET1,80312,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19850741
MIRT000684,hsa-miR-29b-3p,hsa,CDK6,1021,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19850741
MIRT003286,hsa-miR-29a-3p,hsa,MCL1,4170,hsa,qRT-PCR//Western blot,Functional MTI,19850741
MIRT000682,hsa-miR-29a-3p,hsa,CDK6,1021,hsa,qRT-PCR//Western blot,Functional MTI,19850741
MIRT000678,hsa-miR-145-5p,hsa,CLINT1,9685,hsa,qRT-PCR//Luciferase reporter assay//Microarray,Functional MTI,19915607
MIRT000677,hsa-miR-145-5p,hsa,PPP3CA,5530,hsa,qRT-PCR//Luciferase reporter assay//Microarray,Functional MTI,19915607
